Aerosol Can,Air-Conditioners,Backpacks,Baking Glassware,Bedding,Beds,Bedsheets,Beer Bottle,Belts,Biscuit Tin,Biscuits,Blouses,Board Games,Bodywash Bottle,Book,Brochure,Bubble Wrap,CD,CD Case,Calendar,Canned Food Can,Canned Food/Drinks,Car Seats,Carriers,Carton Box,Cassette Tape,Ceramic,Chairs,Clothes Dryers,Coffee Capsules,Computers,Condiment Bottle,Contact Lens Blister,Crockery,Cutlery,Desktop Monitors,Detergent Bottle,Diaper,Disposable Wooden Chopstick,Dolls,Drinking Straw,Egg Tray,Electric Mobility Scooters,Facial Cleanser Bottle,Flyer,Food Jar,Gift Wrapping Paper,Glass Bowl,Glass Cosmetic Bottle,Glass Cup,Glass Drink Bottle,Glass Medicine Bottle,Glass Plate,Greeting Card,Handbags,High Chairs,Instant Noodle Bag,Instant Noodles,Irons,Jam Bottle,Juice Carton,Laptops,Light Bulbs,Long Fluorescent Tubes,Magazine,Magazine Wrapper,Markers,Medicine Blister Pack,Melamine,Metal Bottle Cap,Metal Drink Can,Milk Carton,Mirror,Mobile Telephones,Modems,Namecard,Network Hubs,Newspaper,Ovens,Packet Drink,Paint Container,Pants,Paper Bag,Paper Cup,Paper Envelope,Paper Envelope With Window,Paper Packaging,Paper Plate,Paper Receipt,Paper Towel,Paper Towel Roll,Pencils,Pens,Personal Mobility Devices,Plant,Plastic Bag,Plastic Clothes Hanger,Plastic Cutlery,Plastic Drink Bottle,Plastic Egg Tray,Plastic Film Packaging,Plastic Food Bottle,Plastic Takeaway Container,Potato Chip Bag,Power Assisted Bicycles,Prams,Printed Paper,Printer Ink Cartridge,Printers,Pyrex Glass,Red Packet,Refrigerators,Reusable Bags,Rice,Rice Cookers,Routers,Sandals,Sanitary Pad,Sauce Bottle,Servers,Set-Top Boxes,Shampoo Bottle,Shirts,Shorts,Shredded Paper,Skirts,Slippers,Sofas,Soft Toys,Sports Shoes,Styrofoam,Sunglasses,Switches,Tables,Tablets,Telephone Directory,Televisions,Tissue Box,Tissue Paper,Toasters,Toilet Paper,Toilet Paper Roll,Towels,Toy Cars,Toys,Video Tape,Walkers,Washing Machines,Watches,Wax Paper,Windows,Wine Bottle,Wireless Access Points,Writing Paper
18,1,2,1,2,2,0,21,2,22,0,2,1,16,3,2,1,2,1,0,26,0,0,3,0,5,2,0,0,0,2,0,1,2,1,6,22,1,0,2,0,1,3,20,2,0,1,1,24,1,3,19,0,0,1,4,0,1,0,0,4,3,1,1,0,3,4,1,3,1,2,1,1,0,0,2,1,1,1,1,22,0,2,2,1,2,1,1,2,1,1,2,1,3,0,6,2,0,2,2,0,1,0,2,1,1,2,1,0,0,1,0,1,0,0,0,2,2,4,3,0,30,3,2,3,2,0,3,0,0,0,1,1,1,3,3,1,2,3,4,2,1,3,0,4,2,2,1,0,2,1,1,2,2
23,1,1,1,1,2,2,22,0,27,0,2,3,20,0,0,1,1,2,0,24,0,0,1,1,1,2,1,3,3,3,0,3,2,0,1,14,0,1,0,2,0,2,22,0,2,3,4,21,2,1,26,3,1,2,3,1,1,1,2,2,0,5,2,4,0,3,1,0,2,1,3,1,2,1,3,2,3,1,2,15,0,0,3,3,1,0,3,4,0,1,2,3,1,1,2,1,1,0,0,3,1,4,0,4,0,2,4,0,2,0,2,6,2,1,4,1,0,3,0,2,17,1,0,2,0,1,2,0,1,2,2,3,2,1,1,4,1,5,1,1,2,1,0,0,0,1,1,1,3,1,2,0,2
16,1,1,3,2,3,1,27,1,24,2,0,0,23,2,2,2,4,2,2,22,0,1,2,1,0,6,3,0,1,3,1,1,2,3,1,22,1,1,0,3,0,0,21,3,1,1,2,17,1,2,17,0,2,2,1,3,0,0,2,0,4,4,1,1,1,2,3,0,2,0,2,0,1,1,1,0,4,0,1,28,4,3,0,1,2,1,1,1,1,1,2,1,1,1,1,3,2,2,2,1,3,2,0,3,1,1,0,0,2,2,0,0,1,1,0,1,0,1,0,1,26,2,4,2,0,4,0,3,0,2,1,3,0,0,2,0,0,0,0,0,4,0,1,1,1,0,0,4,2,0,1,1,0
23,1,1,0,2,2,1,15,2,18,0,2,1,14,1,3,0,2,0,1,26,3,1,1,2,4,2,1,0,1,1,1,2,1,1,0,19,1,2,1,0,2,2,13,3,2,1,4,15,1,0,21,1,2,0,1,0,0,0,0,2,2,2,0,2,0,0,2,1,1,1,2,0,2,1,1,2,3,1,1,10,2,1,1,1,0,1,3,0,1,0,2,0,0,0,1,0,1,0,1,1,2,1,3,1,3,1,1,2,0,0,0,1,1,1,3,2,0,2,0,1,14,0,0,2,1,5,2,2,0,4,1,2,1,3,1,0,1,1,3,1,1,0,0,1,2,2,2,4,4,0,2,1,3
19,0,2,1,2,0,5,17,0,24,0,2,2,22,2,0,0,0,0,1,18,0,0,1,1,3,1,2,3,3,1,1,2,1,1,1,22,1,2,0,4,3,4,19,1,2,1,1,14,0,0,29,1,0,0,4,2,4,0,1,1,4,1,0,1,3,1,3,0,3,3,1,0,0,0,1,1,1,2,1,18,1,0,0,1,2,0,0,0,2,1,1,1,3,2,0,1,1,2,2,1,0,0,2,1,0,2,2,2,3,3,0,1,4,2,1,1,2,2,3,4,22,0,1,0,0,2,3,2,4,1,1,0,2,0,3,1,1,3,1,1,3,1,2,0,1,4,1,0,1,2,1,3,3
21,1,1,1,1,1,5,15,3,12,2,2,0,30,0,2,0,0,3,1,23,0,1,3,2,1,1,3,0,1,1,1,2,4,2,1,26,2,1,1,1,6,2,18,2,3,2,2,15,2,3,19,4,1,1,1,2,0,1,1,5,3,2,0,1,1,1,1,1,1,1,3,0,1,2,2,0,0,0,3,13,0,0,0,1,0,0,5,1,0,2,1,3,0,3,0,2,1,1,2,1,0,1,3,0,1,3,2,0,1,1,1,2,0,1,3,1,2,0,0,0,16,1,0,2,0,3,2,1,0,1,2,1,4,2,2,0,0,1,1,0,1,2,2,1,1,0,1,1,2,0,0,2,0
21,1,0,2,3,1,1,24,2,14,0,1,2,21,1,1,0,0,0,1,25,2,1,3,2,0,2,1,2,0,2,1,1,0,1,1,23,1,1,3,1,2,3,17,3,2,1,4,22,2,0,18,3,0,2,0,0,2,1,2,0,1,2,2,3,3,0,1,0,1,2,0,1,2,2,0,0,0,1,2,32,2,0,2,3,0,2,1,0,1,0,2,0,0,0,3,0,2,0,0,0,1,2,1,1,2,0,1,2,2,1,2,1,1,4,1,0,0,2,4,1,26,1,4,0,0,2,1,0,2,0,0,1,0,2,1,1,0,1,1,2,0,0,1,1,2,4,2,0,2,2,3,2,1
21,0,2,0,1,3,2,21,0,22,2,4,3,24,2,1,1,2,0,2,17,0,1,0,0,2,0,1,3,1,4,3,6,2,1,2,31,2,1,1,3,1,1,18,2,2,0,1,23,4,2,19,2,2,1,0,1,2,0,0,2,2,1,3,1,0,0,2,1,3,2,2,2,2,0,0,1,1,1,2,21,0,1,0,2,1,2,0,2,0,4,2,4,1,3,0,0,1,2,2,2,0,6,4,1,0,0,1,2,1,2,2,1,2,0,2,1,1,1,2,0,19,1,0,2,2,1,1,1,1,1,2,1,0,2,3,1,0,0,1,3,3,1,2,1,1,0,2,2,2,3,1,2,2
15,2,1,2,3,1,1,16,2,22,2,1,1,19,3,3,2,4,2,1,23,1,3,2,2,3,1,1,0,1,2,1,2,3,2,0,17,3,1,0,1,1,1,15,1,0,3,0,29,1,1,23,2,2,3,2,1,0,0,0,2,3,0,0,1,0,1,2,1,1,0,2,0,3,4,1,2,1,1,3,17,0,0,2,1,0,1,0,2,0,4,1,1,0,1,0,3,5,1,0,0,3,0,0,1,2,0,0,1,1,0,4,1,0,1,1,1,1,2,1,0,19,1,4,3,1,1,1,0,2,2,1,2,1,1,3,2,3,0,3,1,0,4,0,1,0,1,1,4,0,0,2,3,2
16,0,1,1,1,0,0,30,0,14,5,0,0,25,0,2,0,3,1,0,13,3,1,1,1,2,3,3,1,4,2,2,2,1,1,2,24,2,1,2,1,2,2,27,4,1,0,2,22,1,2,16,0,0,0,4,3,0,0,0,3,0,1,0,2,0,1,1,0,1,3,1,2,2,1,1,1,2,2,2,15,2,4,3,2,1,2,0,0,5,1,4,1,2,1,0,1,1,3,2,2,0,3,0,1,1,2,1,0,1,2,0,0,0,1,0,3,0,0,2,1,17,0,2,1,0,1,1,2,0,1,0,2,1,1,1,0,0,1,3,1,2,2,1,2,0,4,0,3,2,0,2,3,2
21,1,1,3,0,4,1,23,1,18,2,3,1,9,1,4,1,1,1,1,24,0,0,2,3,1,1,3,1,1,1,2,1,0,2,2,21,0,2,2,1,1,0,18,1,3,0,1,24,0,0,25,1,4,0,1,1,3,1,1,1,2,1,0,0,3,0,1,0,4,0,0,2,1,3,1,1,1,0,3,24,1,0,0,2,1,1,2,2,0,1,1,3,1,4,1,1,1,2,3,1,3,2,2,1,0,1,1,1,1,0,3,1,2,2,1,1,1,1,1,1,17,0,1,3,4,0,2,2,1,1,5,1,3,2,0,2,1,2,2,2,1,3,1,0,0,2,0,2,1,1,2,1,1
13,2,0,1,1,0,0,23,1,18,1,3,1,23,2,2,2,2,1,1,30,1,4,0,3,5,2,0,1,1,2,0,3,2,2,2,19,0,1,1,2,1,0,15,2,3,1,0,25,2,0,19,0,3,0,2,3,1,4,0,0,3,1,2,2,0,1,1,2,0,2,0,1,1,0,1,0,2,0,1,11,2,0,0,0,0,0,3,1,1,0,1,2,0,2,0,1,2,1,1,1,2,1,2,1,2,2,0,2,2,2,1,2,0,0,1,1,1,0,2,1,31,2,0,2,1,2,1,2,6,1,0,5,4,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,4,2,0,2,5
18,1,2,2,4,3,2,25,3,16,2,1,3,23,0,3,0,2,3,0,20,1,1,2,1,2,3,1,3,1,1,0,0,0,3,0,21,1,0,4,0,0,2,24,0,2,2,2,26,1,2,21,1,0,1,1,1,1,3,0,3,0,1,2,1,1,0,3,0,3,2,3,0,0,1,1,2,3,3,3,25,2,1,4,0,1,2,2,1,2,0,1,0,1,2,1,0,3,0,1,4,0,0,2,4,2,1,3,1,4,1,2,3,1,0,2,1,2,1,1,1,13,2,0,3,1,1,2,2,3,0,1,1,1,0,0,0,1,2,0,1,2,0,0,1,1,0,0,1,1,2,1,1,1
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,1,0,1,1,1,1,8,1,3,2,0,0,3,2,1,0,0,2,0,7,2,0,0,0,2,0,1,0,2,1,1,0,0,1,1,7,0,1,0,1,0,0,10,1,0,1,1,10,0,0,7,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,2,0,1,1,0,1,1,1,0,1,0,0,0,4,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,6,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
